-6.035246372222900391e+00 2.176740169525146484e+00 3.557585954666137695e+00 -9.475196003913879395e-01 4.029231548309326172e+00 2.825996637344360352e+00 -1.836498022079467773e+00 -2.886864423751831055e+00 2.526756525039672852e+00 -4.979859352111816406e+00 1.482241034507751465e+00 4.590496540069580078e+00 -1.807908415794372559e+00 -1.743701338768005371e+00 1.805944442749023438e+00 4.495924472808837891e+00
-5.680663108825683594e+00 2.641664981842041016e+00 4.274089813232421875e+00 -7.499476671218872070e-01 3.624512195587158203e+00 1.741011261940002441e+00 -1.552128672599792480e+00 -3.006762981414794922e+00 2.502986907958984375e+00 -4.986388683319091797e+00 1.238587856292724609e+00 4.088395595550537109e+00 -2.224988937377929688e+00 -1.505994081497192383e+00 2.114517688751220703e+00 4.521433353424072266e+00
1.013790130615234375e+01 -8.097687959671020508e-01 7.905215620994567871e-01 6.357951164245605469e+00 -3.360937118530273438e+00 5.786714553833007812e-01 5.446025729179382324e-01 2.116323947906494141e+00 -3.940559625625610352e+00 -4.396771490573883057e-01 2.876842737197875977e+00 -2.595192193984985352e+00 -3.530294179916381836e+00 -6.601957798004150391e+00 1.330337643623352051e+00 -4.266145706176757812e+00
1.072166824340820312e+01 -3.494294881820678711e-01 1.262633800506591797e+00 6.608102798461914062e+00 -3.497093915939331055e+00 4.930387735366821289e-01 6.900324821472167969e-01 2.109145164489746094e+00 -4.139274597167968750e+00 -5.300120115280151367e-01 2.840571165084838867e+00 -2.757369995117187500e+00 -3.796939373016357422e+00 -6.711986541748046875e+00 1.538937211036682129e+00 -4.546633720397949219e+00
3.100474834442138672e+00 -2.131911039352416992e+00 3.439206361770629883e+00 4.147626876831054688e+00 2.805624008178710938e+00 2.570630311965942383e+00 -2.918018341064453125e+00 -1.465092778205871582e+00 3.523089587688446045e-01 -7.969519138336181641e+00 7.885302066802978516e+00 1.915762662887573242e+00 -4.031558036804199219e+00 -1.019056510925292969e+01 3.901699304580688477e+00 2.672562599182128906e+00
1.048476505279541016e+01 -5.289369225502014160e-01 1.186706066131591797e+00 6.548739433288574219e+00 -3.256880760192871094e+00 4.944431185722351074e-01 4.920490980148315430e-01 2.027369022369384766e+00 -3.956798791885375977e+00 -1.338611841201782227e-01 2.691803693771362305e+00 -2.408928155899047852e+00 -3.669951438903808594e+00 -6.663561820983886719e+00 1.604479312896728516e+00 -4.362535476684570312e+00
-5.992143154144287109e+00 2.411108016967773438e+00 3.909627914428710938e+00 -9.989557862281799316e-01 3.472734451293945312e+00 2.288464546203613281e+00 -1.772932291030883789e+00 -3.063017368316650391e+00 2.459288120269775391e+00 -4.714042663574218750e+00 1.042307496070861816e+00 4.014332771301269531e+00 -1.744400739669799805e+00 -1.253895640373229980e+00 2.401212453842163086e+00 4.680208206176757812e+00
1.095153617858886719e+01 4.659037292003631592e-01 3.939396739006042480e-01 5.525889873504638672e+00 -4.922001361846923828e+00 2.855175733566284180e-01 1.733651518821716309e+00 2.451041698455810547e+00 -5.072015762329101562e+00 1.999363422393798828e+00 1.080136895179748535e+00 -3.018194675445556641e+00 -2.239422798156738281e+00 -4.962284088134765625e+00 -8.309686183929443359e-02 -6.043114185333251953e+00
6.958733558654785156e+00 1.436648964881896973e-01 -6.659737586975097656e+00 1.297070264816284180e+00 -5.351737499237060547e+00 -8.972957134246826172e-01 2.488765716552734375e+00 2.490020751953125000e+00 -6.835065841674804688e+00 7.548375129699707031e+00 -2.132867813110351562e+00 -3.375368356704711914e+00 1.111552715301513672e+00 6.505811810493469238e-01 -6.996237754821777344e+00 -8.653464317321777344e+00
1.059999465942382812e+01 -6.415945291519165039e-01 9.205124974250793457e-01 6.506072044372558594e+00 -3.422649145126342773e+00 2.421071529388427734e-01 8.245257735252380371e-01 2.022880554199218750e+00 -3.882519960403442383e+00 -4.868638515472412109e-01 2.571055173873901367e+00 -2.667497873306274414e+00 -3.639293193817138672e+00 -6.792209148406982422e+00 1.415018200874328613e+00 -4.269595623016357422e+00
-5.496474266052246094e+00 2.327757120132446289e+00 3.718933105468750000e+00 -9.054651260375976562e-01 3.483783483505249023e+00 2.299638748168945312e+00 -1.749371886253356934e+00 -2.926222324371337891e+00 2.313275337219238281e+00 -4.499882221221923828e+00 1.314131259918212891e+00 4.282694339752197266e+00 -1.611979722976684570e+00 -1.526398897171020508e+00 2.255054950714111328e+00 4.395222663879394531e+00
2.532649040222167969e+00 -1.909242749214172363e+00 3.133962392807006836e+00 3.701576948165893555e+00 2.296206712722778320e+00 2.214737892150878906e+00 -3.118701457977294922e+00 -1.057942152023315430e+00 4.739072322845458984e-01 -7.373122215270996094e+00 7.558646202087402344e+00 2.351125001907348633e+00 -3.777030706405639648e+00 -9.683998107910156250e+00 3.574137926101684570e+00 3.160452365875244141e+00
1.033177185058593750e+01 -3.740458488464355469e-01 1.177554607391357422e+00 6.490834236145019531e+00 -3.316347599029541016e+00 4.597213566303253174e-01 7.466857433319091797e-01 1.895331144332885742e+00 -3.960089921951293945e+00 -3.214309215545654297e-01 2.563680171966552734e+00 -2.379630088806152344e+00 -3.508538722991943359e+00 -6.425510883331298828e+00 1.540506005287170410e+00 -4.243062973022460938e+00
-5.905003547668457031e+00 2.334624052047729492e+00 3.870231628417968750e+00 -1.284777283668518066e+00 3.524012088775634766e+00 2.324752569198608398e+00 -2.044946193695068359e+00 -3.076741933822631836e+00 2.498760700225830078e+00 -4.541566848754882812e+00 1.019269466400146484e+00 4.375624179840087891e+00 -1.766885757446289062e+00 -1.241850137710571289e+00 2.153865337371826172e+00 4.887493133544921875e+00
